"","target","key_age","key_recency","key_frequency","key_monetary","key_rfm","key_is_left_handed","key_role","eg_factor_4","eg_factor_4_na","eg_factor_12","eg_factor_12_na","eg_factor_50","eg_factor_50_na","eg_binary","eg_binary_na","eg_logical","eg_logical_na","eg_continuous","eg_continuous_na","eg_cluster","eg_cluster_na","eg_integer_7","eg_integer_7_na","eg_integer_50","eg_integer_50_na","eg_character","eg_character_na","eg_long_character","eg_long_character_na","eg_date","eg_date_na"
"76","negative",31.8,59,3,479,0.514705882352941,0,"domestique","raccoon","raccoon","chartreuse","chartreuse","North Dakota","North Dakota",1,1,FALSE,FALSE,99.909083615302,99.909083615302,70.4449705041479,70.4449705041479,47,47,45,45,"Unsatisfied Virginiaopossum",NA,"Elit sociis sit consequat","Elit sociis sit consequat",2022-02-14,2022-02-14
"77","negative",18.1,20,13,3527,0.882918552036199,0,"grimpeur","dragon","dragon","cadetblue1","cadetblue1","Missouri","Missouri",0,0,TRUE,TRUE,106.756372487399,106.756372487399,60.8702027746476,60.8702027746476,47,47,11,11,"Gleaming Hydra","Gleaming Hydra","Ultrices id gravida donec","Ultrices id gravida donec",2021-11-06,NA
"78","negative",43.3,36,7,999,0.765837104072398,0,"domestique","raccoon","raccoon","burlywood2","burlywood2","New Hampshire","New Hampshire",0,0,TRUE,TRUE,144.786951062577,144.786951062577,10.4980216333643,10.4980216333643,59,59,39,39,"Microbiological Caribou","Microbiological Caribou","In purus lacinia felis",NA,2021-07-29,2021-07-29
"79","negative",33.3,230,1,117,0.153280542986425,0,"domestique","raccoon",NA,"cadetblue1","cadetblue1","Oklahoma",NA,1,1,FALSE,FALSE,74.9949297826342,74.9949297826342,70.181003091624,70.181003091624,67,67,50,50,"Gleaming Hound","Gleaming Hound","Eu, elementum, tortor quis","Eu, elementum, tortor quis",2021-07-29,NA
"80","positive",45,121,3,392,0.571266968325792,0,"sprinteurs","raccoon","raccoon","burlywood1","burlywood1","New Hampshire","New Hampshire",1,1,TRUE,TRUE,132.642636137499,132.642636137499,10.5847667802591,10.5847667802591,71,71,44,44,"Logical Atlanticblackgoby","Logical Atlanticblackgoby","Sed interdum himenaeos neque","Sed interdum himenaeos neque",2021-07-29,2021-07-29
"81","negative",31,47,1,151,0.0271493212669683,0,"grimpeur","raccoon","raccoon","chartreuse","chartreuse","Wyoming","Wyoming",0,0,TRUE,TRUE,75.2769171305121,75.2769171305121,30.7319281608798,NA,71,71,7,7,"Sanded Panther","Sanded Panther","Et erat nibh quis","Et erat nibh quis",2021-11-06,2021-11-06
"82","negative",26.7,NA,NA,NA,NA,0,"sprinteurs","dragon","dragon","chartreuse1",NA,"Nebraska","Nebraska",1,1,TRUE,TRUE,95.1155300623349,95.1155300623349,70.8950884260703,70.8950884260703,73,73,14,14,"Judicial Bee","Judicial Bee","Dui sed non non","Dui sed non non",2022-02-14,2022-02-14
"83","negative",49.7,35,1,148,0.0164027149321267,0,"domestique","raccoon","raccoon","cadetblue","cadetblue","Illinois","Illinois",1,1,FALSE,FALSE,159.672968244596,159.672968244596,50.6173229820561,50.6173229820561,73,73,47,47,"Pharmaceutical Xenopterygii","Pharmaceutical Xenopterygii","Venenatis odio libero ac","Venenatis odio libero ac",2022-02-14,2022-02-14
"84","negative",28.1,106,2,327,0.378393665158371,1,"domestique","raccoon","raccoon","chartreuse","chartreuse","Arkansas","Arkansas",0,NA,TRUE,TRUE,156.890594112012,156.890594112012,70.5116488419008,70.5116488419008,73,73,26,26,"Armless Horsechestnutleafminer","Armless Horsechestnutleafminer","Cum velit vel nisi","Cum velit vel nisi",2021-11-06,NA
"85","negative",25.6,86,7,2262,0.975678733031674,0,"puncheur","fish","fish","cadetblue2","cadetblue2","Virginia","Virginia",1,1,TRUE,TRUE,153.319629311797,153.319629311797,30.8001358220354,30.8001358220354,61,61,39,39,"Gorilline Jaguarundi","Gorilline Jaguarundi","Netus eget non a","Netus eget non a",2021-07-29,2021-07-29
"86","negative",36,53,1,144,0.0248868778280543,0,"gc","fish",NA,"chartreuse","chartreuse","Tennessee","Tennessee",0,NA,TRUE,TRUE,153.439585429872,153.439585429872,30.8001767643727,30.8001767643727,47,NA,43,43,"Insomniac Tilefish","Insomniac Tilefish","Magna aliquet gravida nullam","Magna aliquet gravida nullam",2022-02-14,2022-02-14
"87","negative",23.5,252,1,161,0.282239819004525,0,"puncheur","fish","fish","cadetblue","cadetblue","Louisiana","Louisiana",1,NA,FALSE,FALSE,114.484243178393,114.484243178393,60.6325429475401,60.6325429475401,71,71,23,23,"Flowered Ringtailedlemur",NA,"Ligula aliquam inceptos sagittis","Ligula aliquam inceptos sagittis",2021-07-29,NA
"88","negative",29.5,25,4,612,0.553733031674208,0,"grimpeur","dragon","dragon","cadetblue3","cadetblue3","Oklahoma","Oklahoma",0,0,TRUE,TRUE,125.213636313748,125.213636313748,70.4267326600384,70.4267326600384,67,67,10,NA,"Sanded Panther","Sanded Panther","Gravida condimentum ante at,","Gravida condimentum ante at,",2021-11-06,2021-11-06
"89","negative",20.2,34,3,1685,0.557692307692308,0,"domestique","raccoon","raccoon","cadetblue3",NA,"Vermont",NA,1,1,TRUE,TRUE,136.210981169442,136.210981169442,60.9436695009936,60.9436695009936,47,47,9,9,"Nondesirous Acornwoodpecker","Nondesirous Acornwoodpecker","Fringilla, dapibus nisl id","Fringilla, dapibus nisl id",2021-07-29,2021-07-29
"90","negative",41.4,NA,NA,NA,NA,0,"domestique","raccoon","raccoon","burlywood4","burlywood4","Vermont","Vermont",0,0,TRUE,TRUE,72.4387355142523,72.4387355142523,10.7326555470936,10.7326555470936,67,67,8,8,"Victorious Alabamamapturtle","Victorious Alabamamapturtle","Faucibus nec ante, arcu,","Faucibus nec ante, arcu,",2021-11-06,2021-11-06
"91","negative",36.1,26,4,2135,0.70475113122172,0,"rouleur","fish","fish","cadetblue3","cadetblue3","Pennsylvania","Pennsylvania",1,1,FALSE,FALSE,133.220534313461,133.220534313461,30.354313852964,30.354313852964,71,71,19,19,"Fervent Amethystinepython","Fervent Amethystinepython","Bibendum imperdiet fermentum, posuere","Bibendum imperdiet fermentum, posuere",2022-02-14,2022-02-14
"92","negative",38.3,NA,NA,NA,NA,0,"rouleur","raccoon","raccoon","cadetblue","cadetblue","Vermont","Vermont",0,0,FALSE,FALSE,99.2794102225884,NA,10.8463613369968,10.8463613369968,53,NA,17,17,"Precranial Nakedmolerat","Precranial Nakedmolerat","Fringilla turpis nec nibh","Fringilla turpis nec nibh",2021-11-06,2021-11-06
"93","negative",32.2,76,3,474,0.550904977375566,0,"grimpeur","raccoon",NA,"cadetblue1",NA,"Pennsylvania","Pennsylvania",0,0,FALSE,FALSE,67.3599584602144,NA,40.7575480081141,40.7575480081141,59,59,11,11,"Damaging Maggot",NA,"Nec semper, fringilla sodales,","Nec semper, fringilla sodales,",2022-02-14,2022-02-14
"94","positive",55.2,52,2,308,0.178733031674208,0,"rouleur","dragon","dragon","chartreuse","chartreuse","Georgia","Georgia",1,1,TRUE,TRUE,162.760886635115,162.760886635115,10.5039243889041,10.5039243889041,53,53,25,25,"Nonphilosophical Chital","Nonphilosophical Chital","Nisl dui in, orci,","Nisl dui in, orci,",2021-11-06,2021-11-06
"95","negative",48.7,132,2,1715,0.649886877828054,0,"grimpeur","dog","dog","cadetblue","cadetblue","New Hampshire","New Hampshire",1,1,TRUE,TRUE,170.264364188952,170.264364188952,10.524756657891,10.524756657891,59,59,10,10,"Representational Meerkat","Representational Meerkat","Consequat enim. Mi at,","Consequat enim. Mi at,",2022-02-14,2022-02-14
"96","positive",42.3,142,1,145,0.108597285067873,0,"domestique","dragon","dragon","cadetblue4","cadetblue4","Connecticut","Connecticut",1,1,FALSE,FALSE,170.315492924023,170.315492924023,20.4322351913434,NA,67,67,36,36,"Authoritarian Bellfrog","Authoritarian Bellfrog","Nunc turpis diam sed","Nunc turpis diam sed",2021-07-29,2021-07-29
"97","negative",30.5,15,4,1816,0.621606334841629,0,"domestique","fish","fish","cadetblue2","cadetblue2","Vermont","Vermont",1,NA,TRUE,TRUE,106.381397003026,106.381397003026,30.6165262071881,30.6165262071881,47,47,7,7,"Mid Arachnid","Mid Arachnid","Parturient aliquam iaculis ut.","Parturient aliquam iaculis ut.",2021-07-29,2021-07-29
"98","negative",68.6,173,3,446,0.695135746606335,1,"rouleur","raccoon","raccoon","cadetblue4","cadetblue4","Massachusetts",NA,1,1,FALSE,FALSE,158.996368051922,158.996368051922,30.4342991751619,30.4342991751619,47,47,6,6,"Watchful Longspur","Watchful Longspur","Turpis mauris id mauris","Turpis mauris id mauris",2022-02-14,2022-02-14
"99","negative",28.3,240,1,125,0.16289592760181,0,"domestique","dragon","dragon","cadetblue1","cadetblue1","Idaho","Idaho",1,1,TRUE,TRUE,109.730654422698,109.730654422698,40.0252340089064,40.0252340089064,61,61,2,2,"Kilted Nudibranch",NA,"Blandit a pellentesque sit,","Blandit a pellentesque sit,",2022-02-14,2022-02-14
"100","negative",54.4,287,2,300,0.543552036199095,0,"grimpeur","raccoon","raccoon","cadetblue4","cadetblue4","Nevada","Nevada",1,1,TRUE,TRUE,133.692780385209,133.692780385209,60.1911487320904,60.1911487320904,59,59,50,50,"Gleaming Fattaileddunnart","Gleaming Fattaileddunnart","Ex semper ultrices massa","Ex semper ultrices massa",2021-07-29,2021-07-29
"101","negative",35.2,11,47,12947,0.880090497737557,0,"rouleur","dog","dog","chartreuse1","chartreuse1","Texas","Texas",1,1,FALSE,FALSE,94.6972183450851,94.6972183450851,40.276085476391,40.276085476391,61,61,20,20,"Literary Sandbarshark","Literary Sandbarshark","Cum lectus scelerisque sit","Cum lectus scelerisque sit",2022-02-14,2022-02-14
"102","negative",20.7,321,1,155,0.318438914027149,0,"rouleur","fish","fish","burlywood3","burlywood3","South Carolina","South Carolina",1,1,FALSE,FALSE,72.6933892350212,72.6933892350212,30.4207442642655,30.4207442642655,73,73,28,28,"Disillusioned Annelida",NA,"Vel nam, erat habitasse","Vel nam, erat habitasse",2022-02-14,2022-02-14
"103","negative",41.6,37,2,304,0.139140271493213,0,"domestique","raccoon","raccoon","burlywood4","burlywood4","Ohio","Ohio",0,0,FALSE,FALSE,139.824345172713,139.824345172713,10.9970653299242,10.9970653299242,53,53,49,49,"Androgynous Tuatara","Androgynous Tuatara","Sociosqu, habitant curae at",NA,2021-11-06,2021-11-06
"104","positive",33.6,1,4,626,0.431561085972851,0,"grimpeur","dragon","dragon","chartreuse",NA,"Pennsylvania","Pennsylvania",0,0,TRUE,TRUE,73.1114766426873,73.1114766426873,20.2431100525428,20.2431100525428,71,71,37,37,"Feminist Auk","Feminist Auk","Nunc parturient et pellentesque.","Nunc parturient et pellentesque.",2021-11-06,2021-11-06
"105","negative",57,61,2,301,0.194570135746606,0,"grimpeur","dragon","dragon","chartreuse1","chartreuse1","Nebraska","Nebraska",0,0,TRUE,TRUE,87.9003682094124,87.9003682094124,20.9048656856176,20.9048656856176,59,59,12,12,"Doddered Shorebird","Doddered Shorebird","Rhoncus laoreet sem fames",NA,2022-02-14,2022-02-14
"106","negative",32.4,224,1,146,0.187217194570136,0,"puncheur","fish","fish","cadetblue1","cadetblue1","Nevada","Nevada",0,0,FALSE,FALSE,101.248780641254,101.248780641254,60.3369100107811,60.3369100107811,73,73,8,8,"Determinate Cur","Determinate Cur","Non sed leo. Hendrerit","Non sed leo. Hendrerit",2021-11-06,2021-11-06
"107","negative",31.6,77,2,320,0.301470588235294,0,"grimpeur","raccoon","raccoon","cadetblue","cadetblue","Alaska","Alaska",1,1,TRUE,TRUE,125.683614778955,125.683614778955,50.6005604332313,50.6005604332313,71,71,9,NA,"Lunisolar Gordonsetter",NA,"Justo diam nec sed,","Justo diam nec sed,",2022-02-14,NA
"108","negative",19.1,21,4,599,0.528280542986425,0,"gc","dragon","dragon","cadetblue2","cadetblue2","Illinois","Illinois",0,0,FALSE,FALSE,120.160531248022,120.160531248022,20.7630390496925,20.7630390496925,67,67,3,3,"Servile Betafish","Servile Betafish","Maximus neque fringilla ornare","Maximus neque fringilla ornare",2021-11-06,2021-11-06
"109","negative",46.5,NA,NA,NA,NA,0,"rouleur","dragon","dragon","burlywood","burlywood","Idaho","Idaho",0,0,TRUE,TRUE,158.345156783654,158.345156783654,20.8077350046951,20.8077350046951,67,67,29,29,"Fatal Milksnake","Fatal Milksnake","Vitae at ornare mollis","Vitae at ornare mollis",2021-11-06,2021-11-06
"110","negative",45.7,2,3,441,0.21606334841629,0,"domestique","raccoon","raccoon","burlywood1","burlywood1","Nevada","Nevada",0,NA,FALSE,FALSE,117.444016636765,117.444016636765,60.4242912793998,60.4242912793998,67,67,33,NA,"Contemnible Galah","Contemnible Galah","Cum eget vehicula eget","Cum eget vehicula eget",2021-04-20,2021-04-20
"111","negative",29.5,166,1,1526,0.532239819004525,0,"domestique","raccoon","raccoon","burlywood3","burlywood3","Iowa","Iowa",0,0,FALSE,FALSE,125.992703479897,125.992703479897,70.5632798429579,70.5632798429579,47,47,16,NA,"Fairish Xiphias","Fairish Xiphias","Pellentesque at sem luctus.","Pellentesque at sem luctus.",2021-11-06,2021-11-06
"112","negative",40.5,198,1,162,0.207579185520362,0,"rouleur","fish","fish","burlywood4","burlywood4","Kansas","Kansas",1,1,FALSE,FALSE,129.697762610889,129.697762610889,70.5079331139568,70.5079331139568,59,59,33,33,"Superdifficult Lice","Superdifficult Lice","Lacus ornare sed ex","Lacus ornare sed ex",2021-11-06,2021-11-06
"113","negative",20.9,265,3,480,0.838235294117647,0,"grimpeur","fish",NA,"chartreuse","chartreuse","Arizona","Arizona",1,1,FALSE,FALSE,106.316738198262,106.316738198262,40.8040193556808,40.8040193556808,73,73,5,NA,"Colourblind Dikkops","Colourblind Dikkops","Ut sem ac vitae","Ut sem ac vitae",2021-07-29,2021-07-29
"114","negative",23,83,3,1889,0.727941176470588,0,"domestique","dragon",NA,"burlywood","burlywood","Hawaii","Hawaii",1,1,TRUE,TRUE,150.111873433094,150.111873433094,60.4107739881147,NA,53,53,15,15,"Indigenous Americanbulldog","Indigenous Americanbulldog","Condimentum efficitur scelerisque ut","Condimentum efficitur scelerisque ut",2022-02-14,2022-02-14
"115","negative",27.3,79,2,326,0.322963800904977,1,"grimpeur","dragon","dragon","burlywood3","burlywood3","New Jersey","New Jersey",0,0,TRUE,TRUE,91.41576921068,91.41576921068,70.1754421438091,70.1754421438091,73,73,12,12,"Dozing Cicada","Dozing Cicada","Vestibulum, tempus nulla diam","Vestibulum, tempus nulla diam",2021-11-06,2021-11-06
"116","negative",28.8,7,10,4001,0.800339366515837,0,"rouleur","raccoon","raccoon","burlywood2",NA,"Wyoming","Wyoming",0,0,TRUE,TRUE,96.6133008925523,96.6133008925523,10.3362033930607,10.3362033930607,59,59,36,NA,"Conventual Metamorphosis","Conventual Metamorphosis","Erat cursus quis, eget","Erat cursus quis, eget",2021-11-06,2021-11-06
"117","negative",38.3,139,4,2003,0.955316742081448,0,"grimpeur","dragon","dragon","cadetblue4","cadetblue4","Kansas","Kansas",1,1,TRUE,TRUE,121.001341210721,121.001341210721,40.3270959556103,40.3270959556103,47,47,41,41,"Crafty Hydra","Crafty Hydra","Et finibus, rutrum odio","Et finibus, rutrum odio",2022-02-14,2022-02-14
"118","negative",58,160,1,181,0.18947963800905,0,"puncheur","fish",NA,"cadetblue3","cadetblue3","West Virginia","West Virginia",1,1,TRUE,TRUE,111.67677949783,111.67677949783,60.3229460746516,60.3229460746516,71,71,16,NA,"Subaverage Littlenightmonkeys","Subaverage Littlenightmonkeys","Eu, pellentesque vestibulum neque","Eu, pellentesque vestibulum neque",2021-11-06,2021-11-06
"119","negative",29.9,141,1,150,0.1210407239819,0,"rouleur","dragon","dragon","chartreuse",NA,"Florida","Florida",0,0,TRUE,TRUE,92.3478396215521,92.3478396215521,50.0589133559261,NA,61,61,11,11,"Describable Cuttlefish","Describable Cuttlefish","Nec turpis augue tristique",NA,2021-11-06,2021-11-06
"120","negative",45.6,24,5,2187,0.778846153846154,0,"sprinteurs","fish","fish","cadetblue","cadetblue","Rhode Island","Rhode Island",0,0,FALSE,FALSE,94.6599121591506,94.6599121591506,50.9586411516648,50.9586411516648,53,53,50,50,"Encephalic Arieltoucan","Encephalic Arieltoucan","Dapibus senectus nibh odio","Dapibus senectus nibh odio",2021-11-06,NA
"121","negative",29.3,40,3,428,0.389705882352941,0,"domestique","fish","fish","burlywood","burlywood","Utah","Utah",1,1,TRUE,TRUE,77.5125425391032,77.5125425391032,60.0227776293177,60.0227776293177,61,NA,10,10,"Sleepful Lemming","Sleepful Lemming","Non, non, class gravida","Non, non, class gravida",2021-11-06,2021-11-06
"122","negative",32.5,124,2,278,0.319004524886878,0,"gc","fish","fish","burlywood2","burlywood2","Texas",NA,1,1,TRUE,TRUE,131.204202433016,131.204202433016,10.2734244959429,10.2734244959429,61,61,27,27,"Unstable Swift","Unstable Swift","Mauris sem suspendisse tincidunt",NA,2022-02-14,2022-02-14
"123","negative",25,26,4,16761,0.779411764705882,0,"domestique","raccoon","raccoon","burlywood1","burlywood1","Wisconsin","Wisconsin",1,1,TRUE,TRUE,140.59654273553,140.59654273553,20.2437173365615,20.2437173365615,61,61,11,11,"Beefwitted Douglasfirbarkbeetle","Beefwitted Douglasfirbarkbeetle","Lobortis eros tellus risus",NA,2021-11-06,2021-11-06
"124","negative",38.6,85,5,739,0.844457013574661,1,"domestique","dragon","dragon","cadetblue3","cadetblue3","Indiana","Indiana",0,0,FALSE,FALSE,154.478690372951,154.478690372951,30.0083498221356,30.0083498221356,67,NA,19,19,"Fruticose Aardvark","Fruticose Aardvark","Lacinia gravida erat nostra","Lacinia gravida erat nostra",2021-11-06,2021-11-06
"125","negative",18.1,163,1,173,0.180995475113122,0,"sprinteurs","dog","dog","burlywood3","burlywood3","Iowa","Iowa",1,1,TRUE,TRUE,69.7706922360165,69.7706922360165,50.1205666179303,50.1205666179303,59,59,9,9,"Lovely Bighorn","Lovely Bighorn","Sed, a turpis pulvinar,",NA,2022-02-14,2022-02-14
"126","negative",23.4,86,2,1781,0.566176470588235,0,"puncheur","dragon","dragon","chartreuse1","chartreuse1","Maryland","Maryland",0,0,FALSE,FALSE,102.924285558588,102.924285558588,30.6221427901182,30.6221427901182,67,67,18,18,"Countable Raccoon","Countable Raccoon","A eu sed odio","A eu sed odio",2022-02-14,2022-02-14
"127","negative",32.3,214,2,15507,0.893099547511312,0,"puncheur","raccoon","raccoon","chartreuse1","chartreuse1","Wyoming","Wyoming",1,NA,FALSE,FALSE,77.5418241410405,77.5418241410405,30.317223171005,30.317223171005,61,61,9,9,"Aquicultural Sulphurbutterfly","Aquicultural Sulphurbutterfly","Tellus nam, nec risus","Tellus nam, nec risus",2022-02-14,2022-02-14
"128","negative",49.1,264,3,398,0.7539592760181,0,"gc","dog","dog","burlywood2","burlywood2","Texas","Texas",1,1,FALSE,FALSE,115.509325723579,115.509325723579,10.9977606069297,10.9977606069297,47,47,45,45,"Dinky Xanclomys","Dinky Xanclomys","Maximus at porta nascetur","Maximus at porta nascetur",2021-07-29,2021-07-29
"129","negative",65.2,221,1,167,0.257918552036199,0,"domestique","fish","fish","chartreuse1","chartreuse1","Montana","Montana",1,1,FALSE,FALSE,144.080105625508,144.080105625508,10.3985556080006,10.3985556080006,61,61,45,45,"Insomniac Tilefish","Insomniac Tilefish","Taciti nec ac vulputate","Taciti nec ac vulputate",2021-11-06,2021-11-06
"130","negative",50.8,41,4,600,0.608597285067873,0,"domestique","raccoon","raccoon","burlywood4","burlywood4","Texas","Texas",1,1,FALSE,FALSE,109.384159037327,109.384159037327,70.276656442089,70.276656442089,53,53,36,36,"Insomniac Tilefish","Insomniac Tilefish","Convallis sem himenaeos donec",NA,2021-11-06,2021-11-06
"131","negative",46.5,34,2,303,0.132352941176471,1,"rouleur","raccoon","raccoon","burlywood2","burlywood2","Idaho","Idaho",0,0,FALSE,FALSE,117.422375796778,117.422375796778,40.6844092363026,40.6844092363026,61,NA,30,30,"Overcurious Asianpiedstarling","Overcurious Asianpiedstarling","Hendrerit primis integer non","Hendrerit primis integer non",2022-02-14,NA
"132","negative",29.5,103,2,281,0.262443438914027,0,"domestique","fish","fish","burlywood1","burlywood1","Mississippi","Mississippi",1,1,TRUE,TRUE,143.421142753396,143.421142753396,20.5056756471749,20.5056756471749,73,73,20,20,"Optical Globefish","Optical Globefish","In ligula, ut cursus","In ligula, ut cursus",2021-11-06,2021-11-06
"133","negative",27.5,144,5,750,0.945701357466063,0,"puncheur","fish","fish","cadetblue","cadetblue","Oklahoma",NA,1,1,FALSE,FALSE,115.673769143263,115.673769143263,10.1803235991392,10.1803235991392,59,59,7,7,"Sugarcane Americanbadger","Sugarcane Americanbadger","In suspendisse nisi aenean","In suspendisse nisi aenean",2022-02-14,2022-02-14
"134","negative",29.4,123,7,2338,0.989819004524887,0,"grimpeur","raccoon","raccoon","burlywood3","burlywood3","Montana",NA,0,0,TRUE,TRUE,103.899853013392,103.899853013392,40.7395596599672,40.7395596599672,59,59,22,22,"Coldhearted Copperhead","Coldhearted Copperhead","Ullamcorper pellentesque consequat venenatis","Ullamcorper pellentesque consequat venenatis",2021-04-20,2021-04-20
